timestamp,cpu_usage_pct,ram_usage_pct,gpu_usage_pct,temperature_c,fan_rpm,battery_pct,power_watts,disk_usage_pct,network_mbps
2026-06-02T12:50:00,80,74,57,75,4154,87.5,44.5,59.04,94.92
2026-06-02T12:55:00,83,76,57,75,4187,87.5,45.6,59.04,21.86
2026-06-02T13:00:00,81,73,40,73,3941,87.4,42.3,59.04,72.53
2026-06-02T13:05:00,84,71,41,72,3759,87.3,43.5,59.05,21.86
2026-06-02T13:10:00,66,59,29,60,2917,87.2,35.4,59.05,83.87
2026-06-02T13:15:00,52,58,34,58,2668,87.1,31.3,59.05,61.79
2026-06-02T13:20:00,53,61,25,60,2772,87.1,30.3,59.06,65.74
2026-06-02T13:25:00,52,53,37,58,2626,86.9,31.8,59.06,31.47
2026-06-02T13:30:00,51,54,25,59,2840,86.9,29.6,59.06,56.6
2026-06-02T13:35:00,54,64,26,55,2405,86.8,30.8,59.06,34.83
2026-06-02T13:40:00,55,60,31,61,2909,86.7,31.9,59.07,74.12
2026-06-02T13:45:00,46,52,33,54,2386,86.6,29.0,59.07,42.55
2026-06-02T13:50:00,38,51,27,55,2495,86.6,25.3,59.07,30.89
2026-06-02T13:55:00,41,52,24,51,1990,86.5,26.0,59.08,32.85
2026-06-02T14:00:00,35,49,25,48,1761,86.5,24.0,59.08,9.17
2026-06-02T14:05:00,42,48,33,57,2645,86.3,27.6,59.08,43.68
2026-06-02T14:10:00,41,58,29,53,2256,86.3,26.7,59.09,37.0
2026-06-02T14:15:00,40,51,20,54,2367,86.1,25.0,59.09,38.65
2026-06-02T14:20:00,39,56,16,50,1784,86.0,24.0,59.09,53.86
2026-06-02T14:25:00,38,57,17,52,2154,86.0,23.8,59.09,14.91
2026-06-02T14:30:00,43,49,34,53,2198,85.9,28.1,59.1,28.87
2026-06-02T14:35:00,41,54,20,50,1846,85.7,25.4,59.1,8.22
2026-06-02T14:40:00,37,50,26,51,1881,85.7,24.8,59.1,40.72
2026-06-02T14:45:00,39,47,33,51,1940,85.6,26.6,59.11,44.97
2026-06-02T14:50:00,41,56,30,55,2401,85.5,26.9,59.11,36.84
2026-06-02T14:55:00,46,57,32,59,2779,85.5,28.9,59.11,29.61
2026-06-02T15:00:00,47,52,18,53,2285,85.3,27.1,59.12,24.72
2026-06-02T15:05:00,42,58,23,53,2201,85.3,26.1,59.12,50.16
2026-06-02T15:10:00,47,54,36,55,2485,85.1,29.8,59.12,51.27
2026-06-02T15:15:00,53,59,40,57,2476,85.0,32.5,59.12,14.4
2026-06-02T15:20:00,56,60,26,56,2523,84.9,31.5,59.13,13.25
2026-06-02T15:25:00,46,52,20,52,2219,84.8,27.1,59.13,56.72
2026-06-02T15:30:00,49,61,26,58,2621,84.6,29.0,59.13,36.34
2026-06-02T15:35:00,50,55,26,60,2654,84.6,29.4,59.14,66.04
2026-06-02T15:40:00,49,53,22,59,2807,84.4,28.4,59.14,44.96
2026-06-02T15:45:00,49,57,39,61,2889,84.4,31.0,59.14,43.11
2026-06-02T15:50:00,47,57,32,56,2404,84.2,29.2,59.15,47.26
2026-06-02T15:55:00,38,52,14,47,1520,84.2,23.4,59.15,31.47
2026-06-02T16:00:00,42,55,15,51,2094,84.1,24.9,59.15,51.32
2026-06-02T16:05:00,45,50,22,55,2358,84.0,27.1,59.16,51.47
2026-06-02T16:10:00,39,50,14,54,2218,83.9,23.8,59.16,22.0
2026-06-02T16:15:00,35,50,14,49,1712,83.8,22.4,59.16,46.73
2026-06-02T16:20:00,45,50,32,53,2240,83.7,28.6,59.16,28.51
2026-06-02T16:25:00,37,52,31,52,1972,83.6,25.6,59.17,26.32
2026-06-02T16:30:00,45,56,32,53,2026,83.4,28.6,59.17,57.02
2026-06-02T16:35:00,51,58,37,60,2746,83.3,31.4,59.17,67.87
2026-06-02T16:40:00,50,62,39,57,2613,83.2,31.4,59.18,53.38
2026-06-02T16:45:00,47,60,30,58,2512,83.0,28.9,59.18,14.34
2026-06-02T16:50:00,42,53,22,53,2215,83.0,26.0,59.18,17.38
2026-06-02T16:55:00,40,55,21,51,2037,82.9,25.1,59.19,44.4
2026-06-02T17:00:00,34,50,23,54,2248,82.8,23.3,59.19,35.19
2026-06-02T17:05:00,42,55,23,55,2449,82.7,26.1,59.19,12.9
2026-06-02T17:10:00,47,55,32,54,2229,82.7,29.2,59.19,39.16
2026-06-02T17:15:00,42,50,31,58,2488,82.6,27.3,59.2,13.61
2026-06-02T17:20:00,34,50,23,54,2155,100.0,23.3,59.2,33.86
2026-06-02T17:25:00,27,48,14,46,1603,99.9,19.6,59.2,27.09
2026-06-02T17:30:00,24,46,14,46,1622,99.8,18.5,59.21,7.79
2026-06-02T17:35:00,20,49,21,45,1323,99.7,18.1,59.21,25.12
2026-06-02T17:40:00,20,49,9,44,1390,99.7,16.4,59.21,22.19
2026-06-02T17:45:00,17,38,4,41,1149,99.5,14.5,59.22,10.36
2026-06-02T17:50:00,16,47,17,40,1141,99.4,16.1,59.22,12.64
2026-06-02T17:55:00,16,41,15,43,1207,99.3,15.8,59.22,20.03
2026-06-02T18:00:00,13,44,0,42,1070,99.2,12.6,59.22,5.2
2026-06-02T18:05:00,15,46,3,38,1079,99.1,13.7,59.23,19.11
2026-06-02T18:10:00,16,42,0,37,1000,99.0,13.6,59.23,3.28
2026-06-02T18:15:00,16,44,12,42,1223,99.0,15.4,59.23,7.19
2026-06-02T18:20:00,18,38,6,43,1362,98.8,15.2,59.24,8.0
2026-06-02T18:25:00,19,41,13,45,1593,98.7,16.6,59.24,7.65
2026-06-02T18:30:00,20,42,21,43,1152,98.7,18.1,59.24,6.64
2026-06-02T18:35:00,18,38,16,46,1663,98.5,16.7,59.24,9.09
2026-06-02T18:40:00,17,41,18,44,1409,98.4,16.6,59.25,19.41
2026-06-02T18:45:00,14,46,10,41,1000,98.3,14.4,59.25,19.07
2026-06-02T18:50:00,15,39,17,41,1104,98.1,15.8,59.25,15.45
2026-06-02T18:55:00,18,47,20,44,1392,98.1,17.3,59.26,7.81
2026-06-02T19:00:00,19,47,3,44,1499,98.0,15.1,59.26,7.23
2026-06-02T19:05:00,18,39,9,41,1000,98.0,15.7,59.26,17.49
2026-06-02T19:10:00,15,45,6,43,1158,97.9,14.2,59.27,19.41
2026-06-02T19:15:00,12,35,9,39,1000,97.9,13.5,59.27,13.3
2026-06-02T19:20:00,12,37,5,42,1253,97.9,12.9,59.27,13.21
2026-06-02T19:25:00,10,44,3,38,1107,97.8,11.9,59.27,4.96
2026-06-02T19:30:00,13,44,12,40,1000,97.7,14.4,59.28,8.18
2026-06-02T19:35:00,16,45,6,41,1000,97.7,14.5,59.28,4.52
2026-06-02T19:40:00,18,42,13,46,1677,97.5,16.2,59.28,11.35
2026-06-02T19:45:00,20,43,8,46,1508,97.4,16.2,59.29,9.96
2026-06-02T19:50:00,20,42,6,40,1129,97.3,15.9,59.29,24.34
2026-06-02T19:55:00,18,39,1,40,1076,97.2,14.5,59.29,22.5
2026-06-02T20:00:00,19,45,21,45,1406,97.1,17.8,59.3,16.18
2026-06-02T20:05:00,16,39,17,43,1330,97.0,16.1,59.3,18.24
2026-06-02T20:10:00,15,43,17,44,1316,96.9,15.8,59.3,7.1
2026-06-02T20:15:00,17,45,8,41,1164,96.8,15.1,59.3,5.88
2026-06-02T20:20:00,16,43,1,42,1141,96.8,13.8,59.31,8.64
2026-06-02T20:25:00,14,41,16,39,1000,96.6,15.3,59.31,3.52
2026-06-02T20:30:00,17,43,17,44,1473,96.6,16.5,59.31,19.7
2026-06-02T20:35:00,17,38,14,42,1321,96.5,16.1,59.32,4.78
2026-06-02T20:40:00,18,42,12,43,1136,96.4,16.1,59.32,23.54
2026-06-02T20:45:00,18,40,13,44,1261,96.3,16.2,59.32,14.18
2026-06-02T20:50:00,18,42,15,45,1525,96.3,16.6,59.33,18.87
2026-06-02T20:55:00,18,46,19,46,1509,96.1,17.2,59.33,18.1
2026-06-02T21:00:00,20,39,19,42,1235,96.0,17.9,59.33,11.81
2026-06-02T21:05:00,20,40,14,43,1193,95.9,17.1,59.34,17.18
2026-06-02T21:10:00,20,45,21,44,1498,95.8,18.1,59.34,15.74
2026-06-02T21:15:00,20,48,22,43,1143,95.8,18.3,59.34,15.79
2026-06-02T21:20:00,19,45,21,44,1277,95.7,17.8,59.34,4.93
2026-06-02T21:25:00,20,42,22,42,1122,95.6,18.3,59.35,10.09
2026-06-02T21:30:00,23,43,22,45,1369,95.5,19.3,59.35,26.19
2026-06-02T21:35:00,24,43,18,45,1397,95.4,19.1,59.35,15.57
2026-06-02T21:40:00,28,47,11,45,1586,95.3,19.4,59.36,13.67
2026-06-02T21:45:00,29,52,12,45,1300,95.2,19.9,59.36,5.88
2026-06-02T21:50:00,35,48,25,53,2271,95.1,24.0,59.36,39.93
2026-06-02T21:55:00,35,55,26,52,2165,95.0,24.1,59.37,36.29
2026-06-02T22:00:00,38,53,17,53,2165,94.9,23.8,59.37,47.04
2026-06-02T22:05:00,42,54,16,53,2044,94.8,25.1,59.37,32.13
2026-06-02T22:10:00,38,55,27,51,2106,94.7,25.3,59.37,40.85
2026-06-02T22:15:00,39,54,22,50,1934,94.6,24.9,59.38,32.06
2026-06-02T22:20:00,36,46,18,47,1663,94.5,23.3,59.38,12.49
2026-06-02T22:25:00,36,49,20,49,1850,94.4,23.6,59.38,37.27
2026-06-02T22:30:00,34,50,14,52,2199,94.3,22.0,59.39,46.14
2026-06-02T22:35:00,34,47,24,50,1847,94.3,23.5,59.39,28.66
2026-06-02T22:40:00,33,49,22,48,1815,94.3,22.8,59.39,45.95
2026-06-02T22:45:00,32,44,17,48,1589,94.1,21.8,59.4,25.96
2026-06-02T22:50:00,38,57,30,54,2237,94.1,25.8,59.4,16.05
2026-06-02T22:55:00,36,46,11,48,1800,94.0,22.2,59.4,26.57
2026-06-02T23:00:00,36,50,21,48,1621,93.9,23.8,59.4,15.39
2026-06-02T23:05:00,40,57,28,53,2265,93.9,26.2,59.41,53.73
2026-06-02T23:10:00,44,51,26,56,2371,93.9,27.3,59.41,49.79
2026-06-02T23:15:00,38,47,13,48,1650,93.8,23.2,59.41,33.17
2026-06-02T23:20:00,38,57,32,57,2647,93.7,26.1,59.42,16.82
2026-06-02T23:25:00,41,50,16,53,2165,93.6,24.8,59.42,48.11
2026-06-02T23:30:00,43,53,23,57,2552,93.5,26.5,59.42,22.3
2026-06-02T23:35:00,39,51,22,50,1762,93.4,24.9,59.42,25.94
2026-06-02T23:40:00,39,57,16,52,2100,93.3,24.0,59.43,12.79
2026-06-02T23:45:00,35,45,15,46,1431,93.2,22.5,59.43,33.23
2026-06-02T23:50:00,33,53,11,48,1612,93.1,21.2,59.43,42.22
2026-06-02T23:55:00,30,45,16,46,1467,93.0,20.9,59.44,19.1
2026-06-03T00:00:00,33,50,21,53,2239,92.8,22.7,59.44,29.81
2026-06-03T00:05:00,34,49,24,51,2078,92.7,23.5,59.44,7.79
2026-06-03T00:10:00,31,43,12,45,1353,92.6,20.7,59.45,19.81
2026-06-03T00:15:00,33,53,21,49,1891,92.5,22.7,59.45,17.82
2026-06-03T00:20:00,31,45,16,49,1664,92.5,21.2,59.45,43.0
2026-06-03T00:25:00,33,45,21,47,1511,92.4,22.7,59.45,24.75
2026-06-03T00:30:00,39,49,33,56,2584,92.4,26.6,59.46,33.16
2026-06-03T00:35:00,41,49,34,57,2486,92.3,27.5,59.46,48.46
2026-06-03T00:40:00,45,52,23,57,2562,92.3,27.2,59.46,12.54
2026-06-03T00:45:00,42,53,29,55,2320,92.2,27.0,59.47,54.84
2026-06-03T00:50:00,44,52,19,56,2390,92.1,26.2,59.47,17.71
2026-06-03T00:55:00,41,53,17,49,1828,92.0,24.9,59.47,14.77
2026-06-03T01:00:00,38,48,14,50,1998,92.0,23.4,59.48,11.58
2026-06-03T01:05:00,36,55,28,50,2016,91.9,24.8,59.48,22.17
2026-06-03T01:10:00,33,52,9,51,1978,91.8,20.9,59.48,27.71
2026-06-03T01:15:00,39,53,13,53,2031,91.7,23.6,59.48,41.48
2026-06-03T01:20:00,41,50,16,55,2468,91.7,24.8,59.49,9.29
2026-06-03T01:25:00,37,54,14,53,2066,91.5,23.1,59.49,29.64
2026-06-03T01:30:00,35,53,14,48,1613,91.4,22.4,59.49,21.07
2026-06-03T01:35:00,39,52,13,48,1849,91.3,23.6,59.5,35.79
2026-06-03T01:40:00,51,52,34,55,2201,91.2,30.9,59.5,64.72
2026-06-03T01:45:00,63,66,44,65,3368,91.1,36.6,59.5,17.8
2026-06-03T01:50:00,63,60,29,65,3301,91.1,34.4,59.51,67.13
2026-06-03T01:55:00,65,66,42,64,3244,91.0,37.0,59.51,73.77
2026-06-03T02:00:00,69,61,36,68,3634,90.9,37.5,59.51,76.71
2026-06-03T02:05:00,71,61,48,68,3656,90.9,40.0,59.52,60.35
2026-06-03T02:10:00,72,71,45,69,3580,90.9,40.0,59.52,82.16
2026-06-03T02:15:00,70,68,43,68,3670,90.8,39.0,59.52,22.82
2026-06-03T02:20:00,68,62,38,65,3231,90.7,37.5,59.52,67.29
2026-06-03T02:25:00,73,68,51,70,3596,90.6,41.2,59.53,81.08
2026-06-03T02:30:00,70,65,35,63,3214,90.5,37.8,59.53,89.43
2026-06-03T02:35:00,69,61,51,69,3539,90.3,39.8,59.53,70.86
2026-06-03T02:40:00,76,66,42,67,3339,90.3,40.9,59.54,84.23
2026-06-03T02:45:00,77,65,38,68,3444,90.1,40.7,59.54,91.46
2026-06-03T02:50:00,74,63,35,66,3485,90.0,39.1,59.54,76.65
2026-06-03T02:55:00,74,70,47,69,3750,90.0,40.9,59.55,46.71
2026-06-03T03:00:00,75,73,42,66,3336,89.9,40.5,59.55,100.71
2026-06-03T03:05:00,74,71,53,68,3586,89.7,41.8,59.55,76.83
2026-06-03T03:10:00,71,66,50,65,3231,89.6,40.3,59.55,40.79
2026-06-03T03:15:00,70,68,32,67,3457,89.5,37.3,59.56,60.85
2026-06-03T03:20:00,67,68,30,64,3157,89.4,36.0,59.56,42.48
2026-06-03T03:25:00,64,64,32,62,3019,89.4,35.2,59.56,83.75
2026-06-03T03:30:00,69,62,45,70,3788,89.3,38.9,59.57,54.92
2026-06-03T03:35:00,72,68,45,70,3609,89.3,40.0,59.57,79.34
2026-06-03T03:40:00,69,63,47,70,3660,89.2,39.2,59.57,69.2
2026-06-03T03:45:00,73,62,47,67,3484,89.1,40.6,59.58,74.14
2026-06-03T03:50:00,75,63,46,72,3883,89.1,41.1,59.58,54.01
2026-06-03T03:55:00,78,68,52,73,3942,89.0,43.1,59.58,63.25
2026-06-03T04:00:00,80,66,43,73,4087,88.9,42.5,59.58,55.17
2026-06-03T04:05:00,75,63,55,69,3679,88.9,42.5,59.59,23.48
2026-06-03T04:10:00,72,71,48,71,3938,88.8,40.4,59.59,59.17
2026-06-03T04:15:00,69,67,43,69,3624,88.7,38.6,59.59,85.25
2026-06-03T04:20:00,70,69,43,69,3682,88.7,39.0,59.6,42.45
2026-06-03T04:25:00,67,60,37,63,2920,88.6,37.0,59.6,89.08
2026-06-03T04:30:00,69,61,36,66,3288,88.5,37.5,59.6,37.5
2026-06-03T04:35:00,75,71,48,68,3434,88.4,41.5,59.6,102.63
2026-06-03T04:40:00,73,70,53,70,3709,88.3,41.5,59.61,48.2
2026-06-03T04:45:00,73,63,34,69,3727,88.2,38.6,59.61,62.15
2026-06-03T04:50:00,75,72,36,64,3269,88.1,39.6,59.61,95.66
2026-06-03T04:55:00,79,69,37,71,3765,88.0,41.2,59.62,57.38
2026-06-03T05:00:00,82,76,44,69,3598,87.8,43.3,59.62,62.58
2026-06-03T05:05:00,82,74,47,74,4125,87.7,43.8,59.62,97.01
2026-06-03T05:10:00,77,74,46,67,3417,87.6,41.9,59.63,94.96
2026-06-03T05:15:00,75,70,48,66,3315,87.6,41.5,59.63,72.43
2026-06-03T05:20:00,78,65,45,67,3346,87.4,42.0,59.63,25.06
2026-06-03T05:25:00,82,71,42,73,4116,87.4,43.0,59.63,57.89
2026-06-03T05:30:00,85,76,45,69,3582,87.3,44.5,59.64,49.96
2026-06-03T05:35:00,79,72,45,72,3861,87.1,42.4,59.64,18.94
2026-06-03T05:40:00,74,71,34,68,3563,87.0,39.0,59.64,31.79
2026-06-03T05:45:00,71,66,39,64,3303,87.0,38.7,59.65,90.84
2026-06-03T05:50:00,61,61,41,64,3287,87.0,35.5,59.65,65.37
2026-06-03T05:55:00,57,59,41,63,3115,86.9,34.1,59.65,11.45
2026-06-03T06:00:00,56,56,31,61,2836,86.9,32.2,59.66,51.46
2026-06-03T06:05:00,56,64,29,58,2696,86.8,31.9,59.66,23.31
2026-06-03T06:10:00,59,61,35,59,2565,86.7,33.9,59.66,16.05
2026-06-03T06:15:00,62,62,31,64,3272,86.6,34.4,59.66,37.97
2026-06-03T06:20:00,55,55,31,57,2607,86.5,31.9,59.67,11.59
2026-06-03T06:25:00,46,51,18,53,2100,86.4,26.8,59.67,22.1
2026-06-03T06:30:00,41,58,32,52,2116,86.3,27.2,59.67,12.64
2026-06-03T06:35:00,46,58,30,54,2180,86.2,28.6,59.68,52.64
2026-06-03T06:40:00,41,48,27,54,2129,86.1,26.4,59.68,19.35
2026-06-03T06:45:00,38,57,30,54,2260,86.0,25.8,59.68,25.39
2026-06-03T06:50:00,36,46,29,53,2150,85.9,25.0,59.69,29.98
2026-06-03T06:55:00,38,56,30,56,2355,85.8,25.8,59.69,45.96
2026-06-03T07:00:00,43,58,17,54,2385,85.7,25.6,59.69,33.33
2026-06-03T07:05:00,48,56,35,61,2967,85.7,30.0,59.7,56.52
2026-06-03T07:10:00,50,62,28,56,2510,85.6,29.7,59.7,19.98
2026-06-03T07:15:00,44,49,18,56,2333,85.5,26.1,59.7,44.48
2026-06-03T07:20:00,38,48,14,48,1799,85.4,23.4,59.7,29.92
2026-06-03T07:25:00,35,55,15,50,2005,85.3,22.5,59.71,32.05
2026-06-03T07:30:00,41,57,23,56,2429,85.2,25.8,59.71,42.46
2026-06-03T07:35:00,48,59,35,60,2810,85.2,30.0,59.71,51.36
2026-06-03T07:40:00,46,51,34,55,2314,85.1,29.2,59.72,31.49
2026-06-03T07:45:00,51,55,29,60,2817,85.1,30.2,59.72,50.15
2026-06-03T07:50:00,44,53,21,54,2217,85.1,26.5,59.72,53.12
2026-06-03T07:55:00,50,55,26,59,2654,85.0,29.4,59.73,35.33
2026-06-03T08:00:00,45,57,33,55,2321,84.9,28.7,59.73,10.56
2026-06-03T08:05:00,43,54,25,52,1934,84.8,26.8,59.73,21.37
2026-06-03T08:10:00,44,58,20,51,1921,84.8,26.4,59.73,16.41
2026-06-03T08:15:00,38,53,25,49,1937,84.7,25.0,59.74,18.7
2026-06-03T08:20:00,35,47,29,51,1872,84.6,24.6,59.74,37.31
2026-06-03T08:25:00,32,48,23,47,1709,84.5,22.6,59.74,33.14
2026-06-03T08:30:00,40,57,20,53,2290,84.3,25.0,59.75,8.3
2026-06-03T08:35:00,41,48,28,55,2498,84.3,26.6,59.75,48.03
2026-06-03T08:40:00,45,56,25,57,2645,84.2,27.5,59.75,19.24
2026-06-03T08:45:00,50,58,28,57,2466,84.1,29.7,59.76,12.77
2026-06-03T08:50:00,49,57,28,60,2793,84.1,29.3,59.76,51.96
2026-06-03T08:55:00,51,53,22,55,2461,84.0,29.1,59.76,55.32
2026-06-03T09:00:00,44,59,32,59,2845,84.0,28.2,59.76,24.65
2026-06-03T09:05:00,40,54,14,54,2401,83.9,24.1,59.77,49.61
2026-06-03T09:10:00,38,53,17,51,1892,83.8,23.8,59.77,46.72
2026-06-03T09:15:00,42,49,25,52,2101,83.8,26.4,59.77,53.87
2026-06-03T09:20:00,50,53,38,62,2836,83.7,31.2,59.78,49.34
2026-06-03T09:25:00,52,60,21,53,2213,83.6,29.3,59.78,54.35
2026-06-03T09:30:00,42,54,28,53,2194,83.5,26.9,59.78,24.39
2026-06-03T09:35:00,43,53,31,54,2287,83.4,27.7,59.78,48.14
2026-06-03T09:40:00,39,57,17,52,2090,83.3,24.2,59.79,25.81
2026-06-03T09:45:00,33,52,26,51,2070,83.1,23.4,59.79,13.32
2026-06-03T09:50:00,42,58,21,50,1786,83.1,25.8,59.79,31.18
2026-06-03T09:55:00,48,55,28,58,2675,82.9,29.0,59.8,30.81
2026-06-03T10:00:00,37,55,25,51,1928,100.0,24.7,59.8,26.3
2026-06-03T10:05:00,28,46,23,45,1530,99.9,21.2,59.8,11.19
2026-06-03T10:10:00,23,40,5,45,1552,99.8,16.8,59.81,11.41
2026-06-03T10:15:00,18,39,2,44,1346,99.7,14.6,59.81,7.43
2026-06-03T10:20:00,18,48,2,39,1000,99.6,14.6,59.81,5.15
2026-06-03T10:25:00,19,41,1,43,1233,99.6,14.8,59.81,10.26
2026-06-03T10:30:00,19,47,18,43,1164,99.5,17.3,59.82,17.72
2026-06-03T10:35:00,19,44,20,45,1447,99.4,17.6,59.82,5.74
2026-06-03T10:40:00,19,38,18,47,1633,99.3,17.3,59.82,11.38
2026-06-03T10:45:00,18,46,2,40,1021,99.2,14.6,59.83,18.43
2026-06-03T10:50:00,18,41,18,42,1115,99.1,17.0,59.83,7.05
2026-06-03T10:55:00,15,36,3,37,1000,99.0,13.7,59.83,14.53
2026-06-03T11:00:00,12,41,9,39,1000,98.9,13.5,59.84,8.54
2026-06-03T11:05:00,13,44,0,39,1060,98.8,12.6,59.84,15.58
2026-06-03T11:10:00,13,40,1,41,1000,98.7,12.7,59.84,6.44
2026-06-03T11:15:00,13,38,15,41,1000,98.7,14.8,59.84,6.84
2026-06-03T11:20:00,11,39,0,38,1000,98.6,11.8,59.85,2.95
2026-06-03T11:25:00,10,35,12,42,1090,98.5,13.3,59.85,9.92
2026-06-03T11:30:00,10,35,13,37,1010,98.4,13.4,59.85,8.87
2026-06-03T11:35:00,11,39,2,39,1000,98.3,12.2,59.86,9.78
2026-06-03T11:40:00,11,38,12,43,1125,98.2,13.6,59.86,8.84
2026-06-03T11:45:00,14,41,5,41,1185,98.1,13.6,59.86,17.35
2026-06-03T11:50:00,15,44,6,38,1000,98.0,14.2,59.87,8.86
2026-06-03T11:55:00,14,41,4,39,1000,98.0,13.5,59.87,12.02
2026-06-03T12:00:00,12,44,5,41,1000,97.9,12.9,59.87,9.91
2026-06-03T12:05:00,13,38,3,43,1368,97.8,13.0,59.88,14.92
2026-06-03T12:10:00,14,40,1,42,1132,97.7,13.0,59.88,18.18
2026-06-03T12:15:00,12,42,8,37,1000,97.6,13.4,59.88,9.95
2026-06-03T12:20:00,11,35,1,38,1114,97.6,12.0,59.88,5.69
2026-06-03T12:25:00,14,45,2,42,1125,97.5,13.2,59.89,16.67
2026-06-03T12:30:00,13,44,6,42,1328,97.5,13.5,59.89,17.31
2026-06-03T12:35:00,15,44,2,37,1054,97.3,13.6,59.89,11.64
2026-06-03T12:40:00,15,43,19,44,1234,97.2,16.1,59.9,17.57
2026-06-03T12:45:00,16,38,0,43,1356,97.1,13.6,59.9,19.68
2026-06-03T12:50:00,17,46,11,39,1113,97.0,15.6,59.9,13.06
2026-06-03T12:55:00,15,43,1,42,1151,97.0,13.4,59.91,19.66
2026-06-03T13:00:00,15,42,3,38,1128,96.9,13.7,59.91,4.42
2026-06-03T13:05:00,18,48,20,41,1112,96.9,17.3,59.91,11.42
2026-06-03T13:10:00,16,41,11,41,1128,96.8,15.2,59.91,15.43
2026-06-03T13:15:00,18,44,0,40,1127,96.7,14.3,59.92,20.55
2026-06-03T13:20:00,15,42,4,38,1053,96.6,13.8,59.92,10.57
2026-06-03T13:25:00,15,46,13,44,1359,96.4,15.2,59.92,12.39
2026-06-03T13:30:00,16,38,1,38,1026,96.4,13.8,59.93,13.34
2026-06-03T13:35:00,18,40,2,41,1029,96.3,14.6,59.93,24.43
2026-06-03T13:40:00,16,45,12,40,1000,96.2,15.4,59.93,5.47
2026-06-03T13:45:00,15,39,15,43,1397,96.1,15.5,59.94,4.26
2026-06-03T13:50:00,14,41,11,43,1303,96.1,14.5,59.94,17.92
2026-06-03T13:55:00,17,47,4,44,1271,96.0,14.5,59.94,16.06
2026-06-03T14:00:00,15,40,4,40,1000,95.9,13.8,59.94,18.55
2026-06-03T14:05:00,13,44,0,36,1000,95.8,12.6,59.95,3.61
2026-06-03T14:10:00,24,49,6,41,1052,95.8,17.3,59.95,10.54
2026-06-03T14:15:00,24,45,19,49,1867,95.7,19.2,59.95,15.94
2026-06-03T14:20:00,25,48,21,47,1538,95.6,19.9,59.96,13.78
2026-06-03T14:25:00,28,49,21,45,1514,95.5,20.9,59.96,21.71
2026-06-03T14:30:00,30,52,15,51,2063,95.5,20.8,59.96,41.56
2026-06-03T14:35:00,36,50,14,51,2068,95.4,22.7,59.97,33.26
2026-06-03T14:40:00,40,49,33,53,2175,95.3,26.9,59.97,12.85
2026-06-03T14:45:00,41,58,30,52,2085,95.2,26.9,59.97,49.88
2026-06-03T14:50:00,39,55,14,51,1871,95.1,23.8,59.97,16.8
2026-06-03T14:55:00,42,51,20,53,2232,95.0,25.7,59.98,30.95
2026-06-03T15:00:00,44,49,27,54,2206,94.9,27.4,59.98,34.64
2026-06-03T15:05:00,43,54,34,53,2275,94.8,28.1,59.98,15.59
2026-06-03T15:10:00,43,49,26,51,1930,94.7,26.9,59.99,57.22
2026-06-03T15:15:00,45,57,37,56,2428,94.6,29.3,59.99,29.61
2026-06-03T15:20:00,39,48,19,51,1914,94.5,24.5,59.99,39.47
2026-06-03T15:25:00,37,47,27,55,2383,94.5,25.0,59.99,16.52
2026-06-03T15:30:00,36,56,28,50,1793,94.4,24.8,60.0,11.4
2026-06-03T15:35:00,41,56,18,53,2140,94.2,25.1,60.0,42.18
2026-06-03T15:40:00,41,57,29,52,2100,94.1,26.7,60.0,31.1
2026-06-03T15:45:00,43,55,20,54,2120,94.1,26.0,60.01,40.67
2026-06-03T15:50:00,41,50,14,50,1858,94.1,24.5,60.01,37.2
2026-06-03T15:55:00,39,52,27,52,1944,94.0,25.7,60.01,25.38
2026-06-03T16:00:00,42,54,20,53,2264,93.9,25.7,60.02,24.78
2026-06-03T16:05:00,42,48,26,57,2486,93.8,26.6,60.02,38.73
2026-06-03T16:10:00,45,56,36,54,2186,93.7,29.1,60.02,59.89
2026-06-03T16:15:00,42,52,28,53,2105,93.6,26.9,60.02,43.79
2026-06-03T16:20:00,45,52,25,54,2115,93.5,27.5,60.03,17.18
2026-06-03T16:25:00,48,56,34,54,2305,93.3,29.9,60.03,35.78
2026-06-03T16:30:00,42,49,34,53,2085,93.3,27.8,60.03,37.65
2026-06-03T16:35:00,42,49,18,53,2271,93.2,25.4,60.04,38.16
2026-06-03T16:40:00,40,48,32,55,2349,93.1,26.8,60.04,23.47
2026-06-03T16:45:00,43,57,21,55,2310,92.9,26.2,60.04,17.97
2026-06-03T16:50:00,40,50,22,55,2445,92.8,25.3,60.05,18.93
2026-06-03T16:55:00,36,54,14,50,1832,92.7,22.7,60.05,25.52
2026-06-03T17:00:00,37,53,14,47,1630,92.6,23.1,60.05,21.43
2026-06-03T17:05:00,38,48,13,51,2062,92.6,23.2,60.05,44.54
2026-06-03T17:10:00,35,49,26,49,1739,92.4,24.1,60.06,10.52
2026-06-03T17:15:00,32,46,12,50,2013,92.4,21.0,60.06,8.38
2026-06-03T17:20:00,30,48,10,50,1962,92.2,20.0,60.06,21.28
2026-06-03T17:25:00,29,44,8,46,1564,92.2,19.3,60.07,10.95
2026-06-03T17:30:00,28,50,19,51,2065,92.1,20.6,60.07,15.63
2026-06-03T17:35:00,28,42,26,47,1594,92.0,21.7,60.07,28.56
2026-06-03T17:40:00,32,54,29,50,1841,91.9,23.5,60.08,21.37
2026-06-03T17:45:00,32,53,23,51,2111,91.7,22.6,60.08,19.34
